angDist,_RAJ2000,_DEJ2000,E,GaiaDR2,RAJ2000,DEJ2000,PRF,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.177734,133.06893750208,11.32727416608,,604696730596495744,133.06893750208,11.32727416608,0.997,Simbad,133.06898642421,11.32728584607,0.0002788,0.0001946,114.23,604696730596495744,133.06893593561,0.0134,11.32727383578,0.0073,1.1787,0.0164,71.9426,11.462,-11.139,0.017,-2.702,0.013,409,-1.7464,633.09,0.057,4.376e+00,31,,,18,0.938,0,2.49206e+06,3.11292e+02,9.695972,9.94029e+05,3.15124e+02,10.345045,2.13442e+06,8.924694,1.255,1.420351,,,0,,,,1237671261735420189,,507146291,0.002759,0.002811,0.003785,9.695972,0.002759,2.49206e+06,-0.005,0.2665,0.2112,-0.2649
0.172782,132.63706008099,12.08519685991,,604975383780541952,132.63706008099,12.08519685991,0.997,Simbad,132.63710729459,12.08520997900,0.0015462,0.0010940,116.10,604975383780541952,132.63705853625,0.0763,12.08519646429,0.0430,1.3368,0.0864,15.4642,11.150,-10.727,0.091,-3.041,0.074,390,0.0861,404.71,0.000,0.000e+00,31,,,18,1.002,0,2.26595e+03,1.74855e+00,17.299242,7.43230e+02,1.48232e+01,18.160734,2.25027e+03,16.367310,1.321,1.793425,,,0,,,122501326370712797,1237671262809096667,,,0.002880,0.021833,0.009215,17.299242,0.002880,2.26595e+03,0.014,1.4696,1.1950,-0.2686
0.175614,133.18596965594,11.64480461148,,604713017112350592,133.18596965594,11.64480461148,0.997,Simbad,133.18601812478,11.64481584191,0.0009270,0.0006263,116.54,604713017112350592,133.18596807927,0.0432,11.64480425569,0.0253,1.1717,0.0532,22.0112,11.332,-11.028,0.054,-2.607,0.043,445,0.7886,483.32,0.000,0.000e+00,31,,,18,1.026,0,5.00762e+03,2.32841e+00,16.438288,2.01797e+03,8.94868e+00,17.076254,4.25982e+03,15.674418,1.254,1.401836,,,0,,,121971331859984280,1237671124833599835,,509150825,0.002801,0.005565,0.004870,16.438288,0.002801,5.00762e+03,-0.005,0.8752,0.6967,-0.3062
0.177310,133.39519692414,12.19644094238,,604954497354194688,133.39519692414,12.19644094238,0.997,Simbad,133.39524559220,12.19645370841,0.0002979,0.0001827,108.18,604954497354194688,133.39519539154,0.0138,12.19644056992,0.0061,1.1885,0.0158,75.4302,11.429,-11.040,0.018,-2.956,0.012,464,-3.4724,564.66,0.034,1.485e+00,31,,,17,0.887,0,1.51607e+05,3.03815e+01,12.735571,8.56241e+04,3.21650e+01,13.007052,9.45056e+04,12.309252,1.188,0.697801,35.53,2.60,14,6000.0,3.5,122631333952986145,1237671262809423999,,511152569,0.002764,0.002820,0.003794,12.735571,0.002764,1.51607e+05,-0.004,0.2887,0.1969,-0.2887
0.182127,133.08162686113,11.98317187765,,604944356935258496,133.08162686113,11.98317187765,0.997,Simbad,133.08167696741,11.98318440821,0.0022390,0.0014871,101.51,604944356935258496,133.08162526219,0.1027,11.98317145204,0.0521,1.2875,0.1312,9.8142,11.748,-11.380,0.138,-2.915,0.095,410,0.1579,427.88,0.170,5.211e-01,31,,,17,1.005,0,1.50899e+03,1.32480e+00,17.740652,4.62321e+02,5.90130e+00,18.676182,1.53465e+03,16.782873,1.323,1.893309,,,0,,,122381330816210314,1237671125370470835,,510153506,0.002916,0.014137,0.007756,17.740652,0.002916,1.50899e+03,0.003,2.2140,1.5241,-0.1624
0.175208,132.25685396513,11.963155618,,598977341691260160,132.25685396513,11.963155618,0.997,Simbad,132.25690196280,11.96316841965,0.0006782,0.0004705,107.04,598977341691260160,132.25685241175,0.0321,11.96315520391,0.0183,1.1166,0.0386,28.8981,11.305,-10.907,0.041,-2.974,0.031,380,0.4527,403.66,0.000,0.000e+00,31,,,19,1.016,0,9.95368e+03,3.15784e+00,15.692408,4.60109e+03,9.99198e+00,16.181390,7.57991e+03,15.048735,1.224,1.132656,,,0,,,122351322568756302,1237671262808899661,,510152621,0.002777,0.003653,0.004065,15.692408,0.002777,9.95368e+03,-0.006,0.6629,0.4918,-0.2050
0.178859,132.47998352729,12.26305722347,,604994556519360256,132.47998352729,12.26305722347,0.997,Simbad,132.48003273783,12.26306971258,0.0011530,0.0007649,119.94,604994556519360256,132.47998192946,0.0513,12.26305684403,0.0278,1.0507,0.0620,16.9606,11.540,-11.171,0.066,-2.895,0.055,373,-0.6224,366.00,0.000,0.000e+00,31,,,17,0.976,0,5.02491e+03,2.51473e+00,16.434546,2.03313e+03,1.18805e+01,17.068132,4.27144e+03,15.671459,1.255,1.396673,,,0,,,122711324800296164,1237670964845281588,,512148898,0.002808,0.006931,0.004691,16.434546,0.002808,5.02491e+03,-0.003,1.0696,0.8777,-0.3428
0.178746,132.83567407302,11.77121213168,,604917285757665920,132.83567407302,11.77121213168,0.997,Simbad,132.83572288666,11.77122561099,0.0003111,0.0002223,111.01,604917285757665920,132.83567249612,0.0149,11.77121175451,0.0086,1.1730,0.0184,63.8931,11.529,-11.099,0.019,-3.118,0.015,353,-0.8164,526.46,0.070,5.194e+00,31,,,18,0.968,0,1.45249e+05,3.17701e+01,12.782083,8.51249e+04,5.79863e+01,13.013401,8.63126e+04,12.407710,1.180,0.605691,33.34,2.76,4,6750.0,4.5,122121328357275937,1237671262272290991,,509150402,0.002766,0.002887,0.003826,12.782083,0.002766,1.45249e+05,-0.005,0.3011,0.2356,-0.2235
0.172149,132.37018215696,11.66892792315,,598954118803488384,132.37018215696,11.66892792315,0.997,Simbad,132.37022969593,11.66893883990,0.0005357,0.0003885,106.78,598954118803488384,132.37018062981,0.0276,11.66892756509,0.0154,1.2299,0.0323,38.1262,11.105,-10.812,0.033,-2.537,0.025,397,2.9798,499.67,0.084,1.641e+00,31,,,19,1.107,0,1.53845e+04,3.80157e+00,15.219660,7.32845e+03,1.14452e+01,15.676011,1.16157e+04,14.585279,1.231,1.090732,,,0,,,122001323702053255,1237670964308279421,,509150030,0.002768,0.003265,0.003979,15.219660,0.002768,1.53845e+04,0.006,0.5250,0.4028,-0.1778
0.173672,132.13799767581,11.8632672156,,598975005228795008,132.13799767581,11.8632672156,0.997,Simbad,132.13804531885,11.86327960014,0.0002892,0.0001875,117.67,598975005228795008,132.13799612936,0.0135,11.86326682339,0.0083,1.1579,0.0154,74.9738,11.206,-10.831,0.017,-2.875,0.013,370,2.0406,440.32,0.034,1.170e+00,31,,,19,1.076,0,1.00960e+05,2.07825e+01,13.176991,5.63032e+04,3.28477e+01,13.462209,6.40985e+04,12.730776,1.193,0.731433,,,0,,,122231321380266434,1237671262808834226,,510152562,0.002764,0.002861,0.003807,13.176991,0.002764,1.00960e+05,-0.002,0.2705,0.2135,-0.3453
0.173265,132.46916387362,11.75978191251,,598956420905951360,132.46916387362,11.75978191251,0.997,Simbad,132.46921114069,11.75979514287,0.0006102,0.0004349,112.05,598956420905951360,132.46916234995,0.0293,11.75978148647,0.0173,1.1692,0.0342,34.1911,11.178,-10.747,0.037,-3.073,0.029,424,0.3347,446.78,0.000,0.000e+00,31,,,19,1.011,0,1.04753e+04,3.17910e+00,15.636947,4.89811e+03,1.28914e+01,16.113472,7.89876e+03,15.003998,1.222,1.109474,,,0,,,122111324691902254,1237671125370208427,,509150084,0.002775,0.003994,0.004429,15.636947,0.002775,1.04753e+04,-0.006,0.5886,0.4636,-0.2335
0.175675,133.20338950788,11.19833788305,,604680134842856704,133.20338950788,11.19833788305,0.997,Simbad,133.20343766170,11.19835012972,0.0006279,0.0004140,109.00,604680134842856704,133.20338795713,0.0285,11.19833748446,0.0168,1.0790,0.0363,29.7566,11.334,-10.971,0.038,-2.845,0.028,535,1.1336,591.57,0.075,1.171e+00,31,,,18,1.034,0,1.18758e+04,3.09455e+00,15.500708,5.61430e+03,1.08957e+01,15.965303,8.89928e+03,14.874508,1.222,1.090796,,,0,,,121431332034198494,1237671124296728685,,506145563,0.002770,0.003496,0.004102,15.500708,0.002770,1.18758e+04,-0.003,0.6088,0.4416,-0.2551
0.173194,132.77903813181,11.99598615176,,604971466769552128,132.77903813181,11.99598615176,0.997,Simbad,132.77908640089,11.99599538587,0.0009516,0.0006845,111.50,604971466769552128,132.77903655330,0.0480,11.99598584549,0.0280,1.1460,0.0569,20.1285,11.179,-10.971,0.057,-2.147,0.045,396,-0.0464,406.16,0.000,0.000e+00,31,,,18,0.997,0,4.70033e+03,2.32961e+00,16.507046,1.83865e+03,1.16093e+01,17.177298,4.07480e+03,15.722630,1.258,1.454668,,,0,,,122391327790545664,1237671125370340014,,510153047,0.002807,0.007401,0.004826,16.507046,0.002807,4.70033e+03,-0.007,0.9202,0.7261,-0.2231
0.172503,133.1634549285,11.62887745988,,604711505283863808,133.1634549285,11.62887745988,0.997,Simbad,133.16350234673,11.62888924797,0.0019727,0.0011467,116.44,604711505283863808,133.16345341371,0.0897,11.62887707378,0.0501,1.0362,0.1149,9.0168,11.126,-10.784,0.113,-2.739,0.084,417,-0.5126,415.43,0.000,0.000e+00,31,,,17,0.981,0,1.79405e+03,1.78847e+00,17.552780,4.61778e+02,6.46440e+00,18.677458,1.95227e+03,16.521547,1.346,2.155911,,,0,,,121951331634785160,1237671124833599807,,509150805,0.002960,0.015453,0.005979,17.552780,0.002960,1.79405e+03,-0.011,1.8387,1.3513,-0.4135
0.175539,132.86615347123,11.92803125884,,604923848467467648,132.86615347123,11.92803125884,0.997,Simbad,132.86620217227,11.92804160955,0.0002573,0.0001700,106.86,604923848467467648,132.86615190719,0.0126,11.92803093652,0.0070,1.1501,0.0157,73.4728,11.323,-11.065,0.016,-2.401,0.011,403,0.3207,427.46,0.000,0.000e+00,31,,,19,1.011,0,1.02466e+05,1.95682e+01,13.160913,5.57930e+04,2.66357e+01,13.472093,6.68168e+04,12.685681,1.197,0.786411,,,0,,,122311328661334130,1237671125370405031,,510153228,0.002763,0.002838,0.003821,13.160913,0.002763,1.02466e+05,-0.002,0.2512,0.1790,-0.2303
0.176952,132.69272249476,11.3398328419,,598883337742544128,132.69272249476,11.3398328419,0.997,Simbad,132.69277097981,11.33984533764,0.0005395,0.0003814,110.18,598883337742544128,132.69272093081,0.0260,11.33983243026,0.0146,1.1270,0.0301,37.4556,11.417,-11.041,0.033,-2.904,0.025,431,5.6112,633.82,0.124,4.498e+00,31,,,19,1.197,0,1.88608e+04,5.13068e+00,14.998468,9.51336e+03,1.72402e+01,15.392708,1.37503e+04,14.402118,1.233,0.990590,,,0,,,121601326927828311,1237671261735288968,,507146088,0.002771,0.003414,0.003939,14.998468,0.002771,1.88608e+04,0.017,0.5232,0.4035,-0.2232
0.176343,133.5627792137,11.86383067259,,604745280906663936,133.5627792137,11.86383067259,0.997,Simbad,133.56282746149,11.86384371029,0.0008601,0.0005230,117.82,604745280906663936,133.56277764277,0.0362,11.86383027027,0.0198,1.2912,0.0452,28.5743,11.379,-10.970,0.049,-3.024,0.038,596,-0.6809,591.37,0.000,0.000e+00,31,,,18,0.980,0,6.31348e+03,2.01792e+00,16.186695,2.71029e+03,1.25470e+01,16.756004,5.17128e+03,15.463901,1.248,1.292104,,,0,,,122231335628247085,1237671262272553280,,510153784,0.002777,0.005749,0.004391,16.186695,0.002777,6.31348e+03,0.002,0.7989,0.6124,-0.3934
0.181341,132.83918086048,11.85756383283,,604921134048344960,132.83918086048,11.85756383283,0.997,Simbad,132.83923076792,11.85757615385,0.0021444,0.0014612,107.73,604921134048344960,132.83917925175,0.1040,11.85756345166,0.0580,0.9087,0.1268,7.1689,11.698,-11.344,0.130,-2.858,0.096,373,0.8538,408.82,0.262,1.204e+00,31,,,18,1.031,0,1.51494e+03,1.55086e+00,17.736376,3.73223e+02,1.16379e+01,18.908620,1.66254e+03,16.695963,1.344,2.212658,,,0,,,122221328392289567,,,510153165,0.002971,0.033970,0.008275,17.736376,0.002971,1.51494e+03,-0.021,2.0905,1.5374,-0.2223
0.175724,132.61386308196,11.62558925489,,598903919225812736,132.61386308196,11.62558925489,0.997,Simbad,132.61391039729,11.62560457779,0.0033738,0.0023851,101.94,598903919225812736,132.61386155677,0.1663,11.62558876224,0.0935,0.9746,0.1912,5.0973,11.337,-10.764,0.207,-3.559,0.152,398,0.7804,434.36,0.000,0.000e+00,31,,,19,1.027,0,6.28438e+02,1.09369e+00,18.691711,1.44365e+02,1.15329e+01,19.939890,7.49130e+02,17.561502,1.422,2.378388,,,0,,,121951326138881229,1237671262272160270,,509150180,0.003341,0.086781,0.014562,18.691711,0.003341,6.28438e+02,0.033,3.3375,2.4357,-0.1418
0.176044,133.35745466532,12.51218760459,,605104821208904320,133.35745466532,12.51218760459,0.997,Simbad,133.35750305044,12.51220025648,0.0003601,0.0002211,119.09,605104821208904320,133.35745309390,0.0160,12.51218720478,0.0085,1.0807,0.0196,55.0944,11.359,-10.973,0.021,-2.937,0.016,432,2.2181,497.40,0.042,1.347e+00,31,,,17,1.076,0,6.14153e+04,1.15997e+01,13.716675,3.38811e+04,1.96376e+01,14.013648,3.94135e+04,13.258784,1.193,0.754864,,,0,,,123011333574935094,1237670595478487110,,513151253,0.002763,0.002860,0.003836,13.716675,0.002763,6.14153e+04,-0.003,0.3325,0.2607,-0.3960
0.170055,132.30080478547,12.26625496931,,607996223256829824,132.30080478547,12.26625496931,0.997,Simbad,132.30085137476,12.26626757007,0.0010216,0.0007374,102.85,607996223256829824,132.30080327810,0.0508,12.26625457782,0.0278,1.1455,0.0575,19.9062,10.971,-10.575,0.063,-2.923,0.047,373,-0.1632,378.97,0.000,0.000e+00,31,,,19,0.993,0,4.68450e+03,2.19365e+00,16.510710,1.90274e+03,9.11809e+00,17.140097,4.00273e+03,15.742004,1.261,1.398092,,,0,,,122721323008310007,1237670595478028502,,512148785,0.002802,0.005904,0.004894,16.510710,0.002802,4.68450e+03,0.002,1.0094,0.7540,-0.1425
0.177288,132.80665189513,11.84391022017,,604920923594172928,132.80665189513,11.84391022017,0.997,Simbad,132.80670061039,11.84392254993,0.0003849,0.0002443,109.31,604920923594172928,132.80665032202,0.0183,11.84390991717,0.0103,1.0851,0.0237,45.7603,11.433,-11.074,0.023,-2.842,0.016,360,7.7596,1072.88,0.119,1.922e+01,31,,,18,1.304,0,2.59367e+05,6.60544e+01,12.152578,1.50742e+05,1.74373e+02,12.392960,1.91187e+05,11.544252,1.318,0.848707,,,0,,,122211328067483167,1237671125370339647,,510153101,0.002769,0.003060,0.003847,12.152578,0.002769,2.59367e+05,0.115,0.3721,0.2633,-0.2819
0.176838,132.97191058148,11.84950507525,,604918793290569856,132.97191058148,11.84950507525,0.996,Simbad,132.97195889233,11.84951839527,0.0018223,0.0011333,109.87,604918793290569856,132.97190903709,0.0851,11.84950462480,0.0450,1.0937,0.1117,9.7949,11.407,-10.978,0.109,-3.098,0.077,394,1.8718,463.95,0.232,1.395e+00,31,,,18,1.067,0,2.11849e+03,1.62190e+00,17.372300,6.37579e+02,7.66662e+00,18.327208,2.16536e+03,16.409070,1.323,1.918139,,,0,,,122211329719519895,,,510153383,0.002878,0.013350,0.006127,17.372300,0.002878,2.11849e+03,-0.001,1.7566,1.2328,-0.3007
0.178171,132.51958414556,12.50944458959,,608028010310445056,132.51958414556,12.50944458959,0.996,Simbad,132.51963307809,12.50945752805,0.0008452,0.0005780,100.63,608028010310445056,132.51958257291,0.0405,12.50944417512,0.0209,1.1422,0.0473,24.1401,11.494,-11.094,0.052,-3.004,0.037,407,0.6226,437.08,0.025,7.116e-02,31,,,19,1.021,0,6.99770e+03,2.71432e+00,16.074980,3.04634e+03,1.17055e+01,16.629099,5.54329e+03,15.388475,1.227,1.240624,,,0,,,123011325196111847,1237670965382217798,,513150778,0.002787,0.005019,0.004707,16.074980,0.002787,6.99770e+03,-0.013,0.8375,0.5890,-0.1397
0.166886,132.61684623037,11.91403865434,,604964255519855232,132.61684623037,11.91403865434,0.996,Simbad,132.61689246937,11.91404875772,0.0003708,0.0002422,113.59,604964255519855232,132.61684473691,0.0165,11.91403832709,0.0090,1.1736,0.0196,59.8716,10.767,-10.508,0.022,-2.347,0.017,405,-1.9287,350.71,0.000,0.000e+00,31,,,18,0.932,0,4.63571e+04,8.45496e+00,14.022076,2.49450e+04,1.80433e+01,14.346082,3.05694e+04,13.534678,1.198,0.811403,,,0,,,122291326168737358,1237671125370273994,,510152854,0.002762,0.002899,0.003839,14.022076,0.002762,4.63571e+04,-0.003,0.3533,0.2670,-0.3065
0.178686,132.85612173927,11.9274046461,,604923848467470976,132.85612173927,11.9274046461,0.996,Simbad,132.85617064693,11.92741783132,0.0017895,0.0011291,114.11,604923848467470976,132.85612016958,0.0802,11.92740421566,0.0457,1.0542,0.1047,10.0646,11.527,-11.112,0.106,-3.064,0.079,388,1.8121,454.94,0.222,1.342e+00,31,,,18,1.065,0,2.11466e+03,1.78237e+00,17.374266,7.06601e+02,8.60129e+00,18.215607,2.03961e+03,16.474030,1.299,1.741577,,,0,,,122311328561553374,1237671125370405270,,510153205,0.002903,0.013508,0.005597,17.374266,0.002903,2.11466e+03,-0.002,1.6973,1.2636,-0.3351
0.176896,132.73418094764,11.47544367187,,598889419416217600,132.73418094764,11.47544367187,0.996,Simbad,132.73422968714,11.47545520485,0.0007431,0.0004910,96.10,598889419416217600,132.73417936827,0.0352,11.47544329977,0.0182,1.1582,0.0407,28.4491,11.414,-11.095,0.047,-2.679,0.031,390,0.1907,406.47,0.000,0.000e+00,31,,,18,1.006,0,9.62452e+03,2.95770e+00,15.728919,4.38995e+03,1.40511e+01,16.232393,7.41736e+03,15.072271,1.227,1.160122,,,0,,,121771327342411051,1237671124833403071,,508147234,0.002775,0.004457,0.004095,15.728919,0.002775,9.62452e+03,-0.006,0.7407,0.4945,-0.0898
0.176134,132.95741059239,11.92568316464,,604920339478833536,132.95741059239,11.92568316464,0.996,Simbad,132.95745921441,11.92569459326,0.0026725,0.0016344,109.20,604920339478833536,132.95740903413,0.1199,11.92568281292,0.0631,1.0557,0.1562,6.7605,11.360,-11.047,0.159,-2.651,0.110,409,0.4918,436.07,0.129,2.187e-01,31,,,18,1.017,0,1.15232e+03,1.23226e+00,18.033436,3.20377e+02,6.51481e+00,19.074389,1.20540e+03,17.045065,1.324,2.029324,,,0,,,122311329574381311,,,510153364,0.002990,0.022254,0.010759,18.033436,0.002990,1.15232e+03,-0.015,2.5804,1.7762,-0.3030
0.178349,132.48002583154,11.92378819175,,604967858996581120,132.48002583154,11.92378819175,0.996,Simbad,132.48007443688,11.92380207436,0.0036687,0.0026336,98.46,604967858996581120,132.48002421330,0.1921,11.92378774713,0.1035,1.5343,0.2155,7.1199,11.517,-11.056,0.228,-3.224,0.166,396,0.4298,421.65,0.000,2.033e-15,31,,,19,1.015,0,5.63234e+02,1.06714e+00,18.810646,1.24353e+02,7.07947e+00,20.101900,6.23631e+02,17.760576,1.328,2.341324,,,0,,,122301324800469032,1237671125370208513,,510152742,0.003439,0.061874,0.016939,18.810646,0.003439,5.63234e+02,-0.055,3.6494,2.6603,-0.0978
0.171794,132.77495774251,11.42927972963,,598885738628962432,132.77495774251,11.42927972963,0.996,Simbad,132.77500517910,11.42929047065,0.0003153,0.0002146,95.63,598885738628962432,132.77495621844,0.0142,11.42927937443,0.0080,1.2302,0.0161,76.5879,11.083,-10.798,0.019,-2.497,0.013,362,-0.6892,341.76,0.000,0.000e+00,31,,,17,0.973,0,8.24162e+04,1.73777e+01,13.397335,4.55272e+04,2.62611e+01,13.692865,5.27434e+04,12.942476,1.192,0.750389,,,0,,,121711327750505653,1237671124833403091,,508147269,0.002765,0.002860,0.003819,13.397335,0.002765,8.24162e+04,-0.003,0.3145,0.2158,-0.0768
0.177684,132.93936978113,11.90981380633,,604920305119088128,132.93936978113,11.90981380633,0.996,Simbad,132.93941861735,11.90982616309,0.0022941,0.0014015,107.55,604920305119088128,132.93936817163,0.1024,11.90981340519,0.0527,0.9667,0.1396,6.9246,11.471,-11.106,0.138,-2.871,0.094,437,0.9651,481.16,0.000,0.000e+00,31,,,18,1.032,0,1.42133e+03,1.47968e+00,17.805630,3.39803e+02,8.20315e+00,19.010473,1.63002e+03,16.717411,1.386,2.293062,,,0,,,122291329394052266,,,510153343,0.002978,0.026359,0.008125,17.805630,0.002978,1.42133e+03,0.010,2.2277,1.5048,-0.2829
0.175073,132.67362615728,11.90904611877,,604969237681908480,132.67362615728,11.90904611877,0.996,Simbad,132.67367412331,11.90905885634,0.0011604,0.0008121,117.41,604969237681908480,132.67362459875,0.0564,11.90904572306,0.0316,1.0704,0.0655,16.3512,11.297,-10.903,0.068,-2.955,0.056,408,0.0212,421.17,0.000,0.000e+00,31,,,17,1.000,0,3.66945e+03,2.13249e+00,16.775866,1.39294e+03,1.01342e+01,17.478710,3.24493e+03,15.969883,1.264,1.508827,,,0,,,122291326736741369,1237671125370339934,,510152909,0.002827,0.008377,0.005119,16.775866,0.002827,3.66945e+03,-0.007,1.0959,0.8973,-0.2855
0.178744,132.89083466491,11.38082903647,,598697142320464384,132.89083466491,11.38082903647,0.996,Simbad,132.89088389096,11.38084071491,0.0002665,0.0001762,107.47,598697142320464384,132.89083310983,0.0125,11.38082870822,0.0065,1.1740,0.0142,82.5423,11.522,-11.201,0.016,-2.702,0.012,400,-2.6598,497.79,0.037,1.766e+00,31,,,16,0.906,0,1.70270e+05,2.98604e+01,12.609519,9.50906e+04,4.20999e+01,12.893198,1.07572e+05,12.168651,1.190,0.724547,,,0,,,121651328909227517,1237671261735354612,,507146193,0.002762,0.002831,0.003795,12.609519,0.002762,1.70270e+05,-0.004,0.2597,0.1862,-0.2368
0.174430,133.05119120946,11.82472982512,,604907046555568896,133.05119120946,11.82472982512,0.996,Simbad,133.05123878747,11.82474320638,0.0013861,0.0008513,107.17,604907046555568896,133.05118967883,0.0673,11.82472938129,0.0324,1.2372,0.0857,14.4296,11.253,-10.815,0.083,-3.111,0.056,393,0.4900,419.34,0.054,1.421e-01,31,,,17,1.017,0,3.44581e+03,1.96605e+00,16.844140,1.27528e+03,8.27795e+00,17.574528,3.09065e+03,16.022770,1.267,1.551758,,,0,,,122191330512110187,1237671262272357124,,510153470,0.002824,0.007580,0.004917,16.844140,0.002824,3.44581e+03,-0.009,1.3480,0.9105,-0.2750
0.173276,132.80129963353,11.31075458201,,598694939001774976,132.80129963353,11.31075458201,0.996,Simbad,132.80134715414,11.31076663920,0.0003203,0.0002170,107.07,598694939001774976,132.80129811119,0.0158,11.31075419394,0.0089,1.1511,0.0186,61.8834,11.177,-10.820,0.019,-2.800,0.014,387,-0.4739,371.85,0.000,0.000e+00,31,,,18,0.982,0,5.14128e+04,9.32610e+00,13.909688,2.80720e+04,2.44903e+01,14.217859,3.32604e+04,13.443076,1.193,0.774783,,,0,,,121571328013983405,1237671261735354405,,507146156,0.002762,0.002947,0.003837,13.909688,0.002762,5.14128e+04,-0.005,0.3127,0.2277,-0.2188
0.170102,132.69135457258,11.68288853321,,604909310002693632,132.69135457258,11.68288853321,0.996,Simbad,132.69140144003,11.68289976340,0.0022652,0.0015826,109.22,604909310002693632,132.69135306032,0.1043,11.68288818196,0.0539,1.1879,0.1158,10.2545,10.974,-10.660,0.136,-2.606,0.104,395,0.3167,416.60,0.134,3.001e-01,31,,,17,1.011,0,1.45242e+03,1.45968e+00,17.782135,4.06648e+02,9.64673e+00,18.815495,1.50566e+03,16.803581,1.317,2.011913,,,0,,,122011326914039946,1237670964308410846,,509150246,0.002964,0.025907,0.009335,17.782135,0.002964,1.45242e+03,-0.020,2.2015,1.6701,-0.2220
0.175029,132.9465287234,11.35387671657,,598696077168308992,132.9465287234,11.35387671657,0.996,Simbad,132.94657637558,11.35389017351,0.0017614,0.0012027,110.08,598696077168308992,132.94652719872,0.0838,11.35387628734,0.0452,1.2375,0.0997,12.4114,11.289,-10.848,0.106,-3.124,0.080,379,0.0785,393.40,0.000,0.000e+00,31,,,17,1.002,0,2.04129e+03,1.69206e+00,17.412605,5.68357e+02,8.09912e+00,18.451990,2.16778e+03,16.407856,1.340,2.044134,,,0,,,121621329465655145,1237671261735420317,,507146230,0.002899,0.015721,0.006849,17.412605,0.002899,2.04129e+03,-0.001,1.7050,1.2813,-0.2444
0.178195,133.34632145744,12.20254402105,,604955287627960448,133.34632145744,12.20254402105,0.996,Simbad,133.34637035484,12.20255690379,0.0002995,0.0001928,115.28,604955287627960448,133.34631990383,0.0144,12.20254365106,0.0072,1.1781,0.0169,69.5721,11.489,-11.095,0.017,-2.982,0.013,484,-1.6066,740.85,0.072,6.256e+00,31,,,18,0.948,0,1.34539e+05,2.60802e+01,12.865248,7.44760e+04,3.75121e+01,13.158501,8.58924e+04,12.413009,1.192,0.745492,28.89,7.39,3,6000.0,3.5,122641333464033553,1237671262809423904,,512149379,0.002763,0.002843,0.003823,12.865248,0.002763,1.34539e+05,-0.004,0.2831,0.2162,-0.3315
0.174804,132.94069468483,11.2559813345,,598691885280238464,132.94069468483,11.2559813345,0.996,Simbad,132.94074282782,11.25599266195,0.0005531,0.0003699,114.51,598691885280238464,132.94069312232,0.0262,11.25598096531,0.0144,1.1254,0.0308,36.5441,11.280,-10.969,0.033,-2.632,0.025,369,-1.9161,326.70,0.000,0.000e+00,31,,,17,0.929,0,1.71620e+04,4.04364e+00,15.100947,8.56141e+03,1.44863e+01,15.507179,1.21839e+04,14.533425,1.209,0.973754,,,0,,,121501329407107642,1237671261735354652,,507146221,0.002767,0.003341,0.004020,15.100947,0.002767,1.71620e+04,-0.006,0.5261,0.4073,-0.2978
0.177506,132.87722596807,11.60276309938,,604896635554924672,132.87722596807,11.60276309938,0.996,Simbad,132.87727453793,11.60277604493,0.0007565,0.0005277,110.26,604896635554924672,132.87722439241,0.0376,11.60276267913,0.0195,1.0374,0.0431,24.0658,11.454,-11.052,0.046,-3.007,0.035,408,0.3205,429.00,0.029,1.132e-01,31,,,16,1.010,0,8.46146e+03,2.80182e+00,15.868754,3.77304e+03,1.12975e+01,16.396814,6.65707e+03,15.189688,1.233,1.207127,,,0,,,121921328772773813,1237671262272291108,,509150477,0.002779,0.004284,0.004111,15.868754,0.002779,8.46146e+03,-0.005,0.7328,0.5601,-0.2326
0.174136,132.39236776084,11.67633578763,,598954183228036992,132.39236776084,11.67633578763,0.996,Simbad,132.39241542237,11.67634848311,0.0008189,0.0005697,95.85,598954183228036992,132.39236621792,0.0393,11.67633537888,0.0217,1.1318,0.0462,24.5014,11.236,-10.842,0.051,-2.948,0.036,390,2.2924,470.52,0.109,1.350e+00,31,,,19,1.083,0,7.54929e+03,2.63306e+00,15.992601,3.30434e+03,1.06801e+01,16.540833,6.00917e+03,15.300859,1.234,1.239973,,,0,,,122011323923902141,1237670964308279437,,509150042,0.002781,0.004483,0.004111,15.992601,0.002781,7.54929e+03,-0.007,0.8167,0.5729,-0.0750
