angDist,_RAJ2000,_DEJ2000,E,GaiaDR2,RAJ2000,DEJ2000,PRF,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.174567,132.8228085453,11.75629587628,,604911375882674560,132.8228085453,11.75629587628,1.0,Simbad,132.82285656572,11.75630775604,0.0002887,0.0001869,109.73,604911375882674560,132.82280701976,0.0135,11.75629552834,0.0076,1.1716,0.0175,66.8384,11.255,-10.914,0.017,-2.751,0.013,348,-1.9043,537.43,0.055,4.012e+00,31,,,16,0.927,0,3.72959e+06,5.40772e+02,9.258214,1.40955e+06,6.95222e+02,9.965839,3.31334e+06,8.447231,1.266,1.518608,35.01,0.48,9,4250.0,1.5,,1237671262272290970,,509150375,0.002760,0.002841,0.003815,9.258214,0.002760,3.72959e+06,-0.006,0.2789,0.2012,-0.2740
0.174946,132.85664583352,11.88772454474,,604921512005268608,132.85664583352,11.88772454474,1.0,Simbad,132.85669353762,11.88773805285,0.0005642,0.0003761,110.66,604921512005268608,132.85664429837,0.0273,11.88772411334,0.0158,1.1451,0.0338,33.8645,11.286,-10.841,0.034,-3.136,0.025,372,-0.8621,357.89,0.000,0.000e+00,31,,,19,0.967,0,1.38856e+04,3.97481e+00,15.330952,6.72511e+03,1.61265e+01,15.769294,1.01994e+04,14.726457,1.219,1.042837,,,0,,,122261328566935764,,,510153208,0.002773,0.003816,0.003970,15.330952,0.002773,1.38856e+04,-0.002,0.5444,0.4043,-0.2653
0.172657,132.8965213173,11.86096412516,,604918282190042496,132.8965213173,11.86096412516,1.0,Simbad,132.89656900399,11.86097518155,0.0005814,0.0003904,102.85,604918282190042496,132.89651978051,0.0270,11.86096376969,0.0142,1.2198,0.0337,36.2018,11.139,-10.839,0.036,-2.568,0.025,382,2.5497,468.59,0.023,1.285e-01,31,,,17,1.093,0,1.73492e+04,4.24487e+00,15.089170,8.61896e+03,1.28488e+01,15.499906,1.24712e+04,14.508126,1.216,0.991779,,,0,,,122231328965623646,,,510153292,0.002768,0.003226,0.004244,15.089170,0.002768,1.73492e+04,-0.000,0.5734,0.4020,-0.1745
0.173001,132.87993731921,11.88832128963,,604922779020036736,132.87993731921,11.88832128963,1.0,Simbad,132.87998463067,11.88833417282,0.0003428,0.0002155,117.71,604922779020036736,132.87993579555,0.0152,11.88832087849,0.0082,1.1505,0.0190,60.5688,11.161,-10.752,0.020,-2.991,0.016,397,1.2106,428.15,0.000,0.000e+00,31,,,17,1.043,0,7.04702e+04,1.55622e+01,13.567353,3.87445e+04,2.16552e+01,13.868017,4.54082e+04,13.105061,1.194,0.762957,,,0,,,122261328800006472,,,510153253,0.002766,0.002855,0.003802,13.567353,0.002766,7.04702e+04,-0.003,0.3196,0.2486,-0.3684
0.179464,132.78127236563,11.88224730539,,604921855602675840,132.78127236563,11.88224730539,1.0,Simbad,132.78132116469,11.88226161409,0.0003191,0.0002065,110.88,604921855602675840,132.78127078733,0.0155,11.88224685176,0.0089,1.1173,0.0198,56.4250,11.579,-11.092,0.019,-3.322,0.014,368,1.5984,409.46,0.000,0.000e+00,31,,,18,1.059,0,6.05140e+04,1.30144e+01,13.732728,3.32286e+04,2.28144e+01,14.034762,3.91352e+04,13.266476,1.196,0.768287,,,0,,,122251327813479187,1237671125370339646,,510153050,0.002765,0.002888,0.003846,13.732728,0.002765,6.05140e+04,-0.001,0.3071,0.2240,-0.2865
0.173735,132.73604954168,11.83184139674,,604915705209528320,132.73604954168,11.83184139674,1.0,Simbad,132.73609699092,11.83185452065,0.0003939,0.0002687,112.71,604915705209528320,132.73604801231,0.0198,11.83184097080,0.0116,1.1696,0.0239,48.9959,11.209,-10.786,0.023,-3.049,0.018,358,-0.9022,336.58,0.000,0.000e+00,31,,,18,0.965,0,3.03938e+04,5.59979e+00,14.480405,1.59578e+04,1.98208e+01,14.831112,2.05771e+04,13.964437,1.202,0.866675,,,0,,,122191327361078698,1237671125370339442,,510152981,0.002763,0.003099,0.003919,14.480405,0.002763,3.03938e+04,-0.003,0.3779,0.2908,-0.2687
0.178094,132.8645094839,11.88400978533,,604921305846836864,132.8645094839,11.88400978533,1.0,Simbad,132.86455825761,11.88402279818,0.0003705,0.0002390,119.72,604921305846836864,132.86450791426,0.0171,11.88400936952,0.0093,1.1619,0.0208,55.7563,11.489,-11.084,0.021,-3.021,0.017,387,-0.8143,362.82,0.000,0.000e+00,31,,,18,0.970,0,4.64686e+04,1.05395e+01,14.019467,2.50669e+04,1.55926e+01,14.340789,3.05533e+04,13.535252,1.197,0.805537,,,0,,,122261328645591304,,,510153225,0.002766,0.002871,0.003831,14.019467,0.002766,4.64686e+04,-0.003,0.3429,0.2772,-0.3630
0.176197,132.99796324884,11.91799711997,,604920202039656064,132.99796324884,11.91799711997,1.0,Simbad,132.99801153899,11.91800988619,0.0003216,0.0002064,104.75,604920202039656064,132.99796168845,0.0153,11.91799675650,0.0080,1.1576,0.0187,61.8832,11.365,-10.975,0.019,-2.954,0.013,405,-0.3104,803.84,0.080,1.000e+01,31,,,17,0.988,0,1.55202e+06,2.41976e+02,10.210122,6.83067e+05,2.34189e+02,10.752384,1.23558e+06,9.518223,1.236,1.234161,34.49,0.35,10,4750.0,2.5,,1237671125370470410,,510153416,0.002761,0.002815,0.003785,10.210122,0.002761,1.55202e+06,-0.004,0.3154,0.2157,-0.2202
0.173006,132.84638848672,11.90138444531,,604921580724745984,132.84638848672,11.90138444531,1.0,Simbad,132.84643609553,11.90139624715,0.0003348,0.0002218,111.39,604921580724745984,132.84638694650,0.0164,11.90138406521,0.0091,1.1617,0.0202,57.6038,11.163,-10.821,0.020,-2.741,0.015,392,-0.7822,368.50,0.000,0.000e+00,31,,,19,0.971,0,4.67457e+04,9.35265e+00,14.013014,2.52974e+04,1.90640e+01,14.330853,3.06221e+04,13.532809,1.196,0.798043,,,0,,,122281328464472154,,,510153189,0.002764,0.002908,0.003820,14.013014,0.002764,4.67457e+04,-0.003,0.3221,0.2399,-0.2766
0.173239,132.87040167024,11.71909707125,,604910237715563904,132.87040167024,11.71909707125,1.0,Simbad,132.87044885966,11.71911051532,0.0007297,0.0004645,90.52,604910237715563904,132.87040014622,0.0353,11.71909664561,0.0159,1.0749,0.0393,27.3419,11.177,-10.732,0.045,-3.121,0.029,392,3.9109,526.11,0.113,2.826e+00,31,,,16,1.143,0,1.50747e+04,4.13213e+00,15.241742,7.30887e+03,1.54978e+01,15.678917,1.11264e+04,14.632011,1.223,1.046906,,,0,,,122061328704513404,1237671262272291135,,509150462,0.002771,0.003617,0.004079,15.241742,0.002771,1.50747e+04,0.002,0.7297,0.4645,-0.0084
0.174821,132.65041352765,11.618320598,,598903678707639296,132.65041352765,11.618320598,1.0,Simbad,132.65046139407,11.61833324434,0.0007594,0.0005205,106.16,598903678707639296,132.65041197336,0.0368,11.61832019293,0.0205,1.1289,0.0426,26.4823,11.281,-10.892,0.046,-2.937,0.034,393,1.3764,445.07,0.000,0.000e+00,31,,,19,1.049,0,7.98399e+03,3.01457e+00,15.931817,3.55838e+03,1.44595e+01,16.460413,6.30864e+03,15.248056,1.236,1.212357,,,0,,,121941326504202490,1237671262272159912,,509150203,0.002786,0.005220,0.004253,15.931817,0.002786,7.98399e+03,-0.002,0.7437,0.5427,-0.2026
0.174824,133.03515754068,11.80290804027,,604906428080283776,133.03515754068,11.80290804027,1.0,Simbad,133.03520534542,11.80292102569,0.0004743,0.0003124,104.86,604906428080283776,133.03515599820,0.0225,11.80290762033,0.0112,1.1351,0.0284,40.0203,11.279,-10.868,0.029,-3.016,0.020,374,-1.1857,345.55,0.000,0.000e+00,31,,,18,0.956,0,2.87298e+04,6.08643e+00,14.541533,1.49857e+04,1.53369e+01,14.899352,1.96029e+04,14.017096,1.204,0.882257,,,0,,,122161330352363977,,,510153455,0.002765,0.003003,0.003903,14.541533,0.002765,2.87298e+04,-0.002,0.4654,0.3255,-0.2084
0.175133,133.01372068181,11.96794318471,,604944086353518592,133.01372068181,11.96794318471,1.0,Simbad,133.01376877575,11.96795555692,0.0003464,0.0002252,110.06,604944086353518592,133.01371914602,0.0162,11.96794278842,0.0087,1.1461,0.0190,60.2392,11.295,-10.924,0.021,-2.873,0.015,403,-1.2116,367.02,0.000,0.000e+00,31,,,18,0.957,0,5.42201e+04,9.72480e+00,13.851966,2.95688e+04,1.71526e+01,14.161459,3.52847e+04,13.378931,1.196,0.782528,32.96,4.77,4,6000.0,4.0,122361330137342024,1237671125370470538,,510153433,0.002762,0.002860,0.003832,13.851966,0.002762,5.42201e+04,-0.002,0.3344,0.2426,-0.2751
0.183406,133.01424485162,11.71055833029,,604903576222015488,133.01424485162,11.71055833029,1.0,Simbad,133.01429525224,11.71057097714,0.0008677,0.0006070,102.39,604903576222015488,133.01424322770,0.0416,11.71055791645,0.0217,1.2628,0.0494,25.5629,11.833,-11.462,0.053,-2.939,0.039,393,2.4422,478.87,0.048,2.384e-01,31,,,18,1.088,0,6.89531e+03,2.74169e+00,16.090982,3.06302e+03,1.55241e+01,16.623169,5.64226e+03,15.369263,1.262,1.253906,,,0,,,122051330142823178,1237671262272356518,,,0.002789,0.006170,0.005153,16.090982,0.002789,6.89531e+03,0.020,0.8575,0.6214,-0.1512
0.173784,132.77719235976,11.59969149938,,604896051439391104,132.77719235976,11.59969149938,1.0,Simbad,132.77723991251,11.59970416756,0.0004348,0.0002932,110.44,604896051439391104,132.77719082541,0.0203,11.59969109566,0.0114,1.1486,0.0241,47.7474,11.212,-10.819,0.026,-2.941,0.020,338,0.0075,339.46,0.000,0.000e+00,31,,,18,0.999,0,3.31051e+04,7.04360e+00,14.387630,1.76294e+04,1.89654e+01,14.722945,2.21151e+04,13.886174,1.201,0.836771,,,0,,,121921327772760119,1237671262272225547,,508147270,0.002765,0.003025,0.003892,14.387630,0.002765,3.31051e+04,-0.002,0.4201,0.3139,-0.2557
0.178362,132.88307397557,11.8865865392,,604922779020036992,132.88307397557,11.8865865392,1.0,Simbad,132.88312271271,11.88659996196,0.0003867,0.0002554,108.24,604922779020036992,132.88307243933,0.0183,11.88658613865,0.0096,1.1599,0.0227,51.1061,11.498,-11.069,0.023,-3.110,0.017,390,2.7568,895.64,0.114,1.407e+01,31,,,17,1.100,0,1.25809e+05,2.52329e+01,12.938089,6.98377e+04,3.81574e+01,13.228318,7.99435e+04,12.490938,1.191,0.737380,,,0,,,122261328831404393,,,510153265,0.002764,0.002853,0.003859,12.938089,0.002764,1.25809e+05,-0.004,0.3758,0.2711,-0.2460
0.177679,132.82229275632,11.7675537543,,604911410242411136,132.82229275632,11.7675537543,1.0,Simbad,132.82234159626,11.76756599396,0.0003706,0.0002321,116.34,604911410242411136,132.82229117975,0.0168,11.76755335965,0.0095,1.1107,0.0213,52.0657,11.463,-11.105,0.022,-2.843,0.017,364,2.1896,422.90,0.034,7.721e-01,31,,,17,1.082,0,5.80733e+04,1.15017e+01,13.777426,3.18820e+04,2.42033e+01,14.079677,3.74437e+04,13.314447,1.194,0.765229,,,0,,,122121328223301559,1237671262272290984,,509150374,0.002764,0.002909,0.003862,13.777426,0.002764,5.80733e+04,-0.003,0.3477,0.2651,-0.3601
0.171860,132.81900269303,11.90419850681,,604922302279259008,132.81900269303,11.90419850681,1.0,Simbad,132.81904980131,11.90421092645,0.0002810,0.0001869,114.02,604922302279259008,132.81900117846,0.0136,11.90419811510,0.0079,1.1566,0.0169,68.3590,11.086,-10.705,0.017,-2.883,0.013,379,-1.2421,343.43,0.000,0.000e+00,31,,,18,0.954,0,8.20616e+04,1.14470e+01,13.402018,4.47911e+04,2.51851e+01,13.710562,5.32386e+04,12.932329,1.195,0.778233,,,0,,,122281328190845527,1237671125370339639,,510153125,0.002759,0.002856,0.003804,13.402018,0.002759,8.20616e+04,-0.003,0.2677,0.2055,-0.2974
0.179663,133.03269952454,11.83053794084,,604907110979352576,133.03269952454,11.83053794084,1.0,Simbad,133.03274852577,11.83055174130,0.0003425,0.0002180,101.86,604907110979352576,133.03269795301,0.0164,11.83053750061,0.0082,1.1662,0.0206,56.5847,11.589,-11.137,0.021,-3.204,0.014,398,0.9759,422.77,0.000,4.055e-15,31,,,18,1.034,0,6.23060e+04,1.00816e+01,13.701042,3.43582e+04,2.89277e+01,13.998466,3.99977e+04,13.242807,1.193,0.755658,,,0,,,122191330327867133,1237671262272356713,,510153452,0.002761,0.002936,0.003832,13.701042,0.002761,6.23060e+04,-0.003,0.3382,0.2246,-0.1849
0.174759,132.74914955399,11.85350299218,,604921679508385664,132.74914955399,11.85350299218,1.0,Simbad,132.74919766095,11.85351482020,0.0004351,0.0003018,110.52,604921679508385664,132.74914800693,0.0218,11.85350261088,0.0124,1.1547,0.0258,44.7379,11.274,-10.934,0.026,-2.747,0.020,368,0.7511,393.91,0.037,4.981e-01,31,,,18,1.027,0,2.61019e+04,5.30909e+00,14.645685,1.35614e+04,2.09629e+01,15.007783,1.78981e+04,14.115881,1.205,0.891902,,,0,,,122221327492294757,1237671125370339672,,510153005,0.002764,0.003256,0.003930,14.645685,0.002764,2.61019e+04,-0.002,0.4210,0.3212,-0.2386
0.176041,132.97975780954,11.66115572025,,604902923387005440,132.97975780954,11.66115572025,1.0,Simbad,132.97980601663,11.66116845788,0.0003820,0.0002658,97.23,604902923387005440,132.97975626510,0.0186,11.66115531351,0.0097,1.1523,0.0219,52.6042,11.355,-10.963,0.024,-2.957,0.017,385,0.2954,393.57,0.000,0.000e+00,31,,,18,1.010,0,3.90924e+04,7.47228e+00,14.207137,2.09902e+04,2.32570e+01,14.533503,2.58711e+04,13.715858,1.199,0.817645,,,0,,,121991329798563864,1237671262272291443,,509150625,0.002763,0.003038,0.003839,14.207137,0.002763,3.90924e+04,-0.002,0.3804,0.2680,-0.0923
0.178596,133.03085973207,11.83947663853,,604907115275046656,133.03085973207,11.83947663853,1.0,Simbad,133.03090873813,11.83948931357,0.0002720,0.0001773,105.15,604907115275046656,133.03085815325,0.0133,11.83947622708,0.0070,1.1406,0.0166,68.7448,11.522,-11.139,0.016,-2.944,0.012,399,-1.2300,396.70,0.000,0.000e+00,31,,,18,0.956,0,1.10333e+05,1.80507e+01,13.080602,6.05929e+04,2.85004e+01,13.382488,7.11791e+04,12.617014,1.194,0.765474,,,0,,,122201330309417860,1237671262272356711,,510153450,0.002761,0.002837,0.003806,13.080602,0.002761,1.10333e+05,-0.003,0.2666,0.1853,-0.2174
0.177771,133.03768860356,11.46710463666,,604703941846497280,133.03768860356,11.46710463666,1.0,Simbad,133.03773741502,11.46711688724,0.0002784,0.0001852,111.00,604703941846497280,133.03768703310,0.0135,11.46710424435,0.0073,1.1453,0.0166,69.1453,11.468,-11.110,0.017,-2.845,0.012,406,1.5494,472.20,0.038,1.532e+00,31,,,17,1.054,0,1.04374e+05,1.91962e+01,13.140885,5.82702e+04,3.31487e+01,13.424926,6.63970e+04,12.692524,1.194,0.732402,,,0,,,121761330377781010,1237671124833534168,,508147447,0.002763,0.002858,0.003809,13.140885,0.002763,1.04374e+05,-0.000,0.2682,0.1996,-0.2697
0.177616,132.77290317439,11.8755867791,,604921816947364480,132.77290317439,11.8755867791,1.0,Simbad,132.77295200835,11.87559904503,0.0005989,0.0003978,112.24,604921816947364480,132.77290158634,0.0297,11.87558637713,0.0169,1.1635,0.0372,31.2884,11.462,-11.102,0.036,-2.850,0.027,362,-0.4091,359.35,0.000,0.000e+00,31,,,18,0.984,0,1.28526e+04,3.70300e+00,15.414886,5.65223e+03,1.16766e+01,15.957993,1.02981e+04,14.716002,1.241,1.241990,,,0,,,122251327729591198,1237671125370339748,,510153041,0.002773,0.003580,0.003982,15.414886,0.002773,1.28526e+04,0.000,0.5744,0.4324,-0.2828
0.170475,132.77047095254,11.87392216848,,604921821242942464,132.77047095254,11.87392216848,1.0,Simbad,132.77051723201,11.87393599973,0.0004323,0.0002971,111.51,604921821242942464,132.77046946682,0.0211,11.87392174781,0.0127,1.1035,0.0259,42.5868,10.995,-10.517,0.026,-3.207,0.020,336,11.4150,723.24,0.126,1.035e+01,31,,,18,1.474,0,6.23755e+04,1.28126e+01,13.699832,3.43888e+04,2.23097e+01,13.997500,4.00115e+04,13.242434,1.193,0.755067,,,0,,,122241327705459193,1237671125370339745,,510153038,0.002764,0.002878,0.003853,13.699832,0.002764,6.23755e+04,-0.003,0.4167,0.3186,-0.2533
0.174881,133.01366567817,11.71126082475,,604903576222015616,133.01366567817,11.71126082475,1.0,Simbad,133.01371365730,11.71127318125,0.0005503,0.0003839,101.31,604903576222015616,133.01366413665,0.0266,11.71126041337,0.0138,1.1394,0.0313,36.3936,11.282,-10.910,0.034,-2.873,0.024,392,0.8111,425.47,0.049,6.165e-01,31,,,18,1.028,0,1.76042e+04,4.06475e+00,15.073325,8.77517e+03,1.06824e+01,15.480404,1.26381e+04,14.493687,1.216,0.986717,,,0,,,122051330137404000,1237671262272356517,,509150669,0.002767,0.003087,0.003912,15.073325,0.002767,1.76042e+04,0.001,0.5448,0.3916,-0.1401
0.179140,132.88394234323,11.60347458624,,604896635554923008,132.88394234323,11.60347458624,1.0,Simbad,132.88399155298,11.60348693732,0.0002761,0.0001937,108.33,604896635554923008,132.88394076890,0.0137,11.60347420024,0.0071,1.1569,0.0161,71.7624,11.554,-11.193,0.017,-2.866,0.013,411,0.0706,429.74,0.000,0.000e+00,31,,,17,1.002,0,1.03401e+05,1.65560e+01,13.151058,5.73064e+04,2.69048e+01,13.443035,6.61287e+04,12.696921,1.194,0.746114,,,0,,,121921328840234672,1237671124833468727,,509150488,0.002761,0.002836,0.003813,13.151058,0.002761,1.03401e+05,-0.002,0.2691,0.2034,-0.2111
0.176847,132.8884867757,11.99476713453,,604924776180388736,132.8884867757,11.99476713453,1.0,Simbad,132.88853528939,11.99477983351,0.0003991,0.0002751,112.27,604924776180388736,132.88848521363,0.0192,11.99476671665,0.0104,1.0905,0.0233,46.7986,11.409,-11.021,0.024,-2.951,0.018,452,10.6609,850.23,0.124,1.303e+01,31,,,18,1.376,0,6.51523e+04,1.01202e+01,13.652542,3.50737e+04,2.59417e+01,13.976088,4.30111e+04,13.163943,1.198,0.812144,,,0,,,122391328885154196,1237671125370405096,,510153282,0.002760,0.002903,0.003809,13.652542,0.002760,6.51523e+04,-0.002,0.3838,0.2961,-0.2580
0.176765,132.77897595112,11.69694081805,,604909898413942656,132.77897595112,11.69694081805,1.0,Simbad,132.77902447683,11.69695318678,0.0006672,0.0004450,121.61,604909898413942656,132.77897438448,0.0307,11.69694041328,0.0180,1.0653,0.0368,28.9228,11.405,-11.037,0.038,-2.874,0.032,338,1.1493,377.28,0.054,5.717e-01,31,,,17,1.044,0,1.39761e+04,4.38609e+00,15.323898,6.40197e+03,1.17873e+01,15.822759,1.08128e+04,14.663054,1.232,1.159704,,,0,,,122031327790306813,1237671262272225714,,509150323,0.002776,0.003432,0.003985,15.323898,0.002776,1.39761e+04,-0.001,0.6142,0.5157,-0.3483
0.176750,132.94954428775,12.20616885036,,604999401236189696,132.94954428775,12.20616885036,1.0,Simbad,132.94959270155,12.20618194298,0.0012998,0.0008404,112.54,604999401236189696,132.94954270066,0.0584,12.20616843054,0.0308,1.3111,0.0752,17.4240,11.408,-10.996,0.077,-3.040,0.057,427,1.7798,496.57,0.138,1.067e+00,31,,,17,1.061,0,3.76155e+03,1.97086e+00,16.748950,1.40306e+03,8.78914e+00,17.470852,3.35716e+03,15.932967,1.265,1.537885,,,0,,,122641329495747874,1237671262809227642,,512149156,0.002813,0.007351,0.005151,16.748950,0.002813,3.76155e+03,-0.009,1.2430,0.9224,-0.3036
0.178351,132.82159776989,11.71017308562,,604910340794780032,132.82159776989,11.71017308562,1.0,Simbad,132.82164678269,11.71018537809,0.0004484,0.0002981,106.89,604910340794780032,132.82159618308,0.0222,11.71017268680,0.0120,1.1995,0.0259,46.3295,11.508,-11.148,0.027,-2.856,0.020,373,4.0895,498.86,0.080,2.994e+00,31,,,18,1.154,0,3.40317e+04,6.25281e+00,14.357657,1.77422e+04,1.81773e+01,14.716023,2.32891e+04,13.830014,1.206,0.886009,,,0,,,122051328216562690,,,509150372,0.002763,0.003004,0.003899,14.357657,0.002763,3.40317e+04,-0.001,0.4378,0.3135,-0.2273
0.176112,132.67174855937,11.93769640298,,604970096675364352,132.67174855937,11.93769640298,1.0,Simbad,132.67179688188,11.93770897271,0.0006257,0.0004332,119.38,604970096675364352,132.67174700322,0.0306,11.93769599707,0.0173,1.1690,0.0358,32.6524,11.362,-10.980,0.036,-2.920,0.030,387,0.7124,418.52,0.000,0.000e+00,31,,,17,1.025,0,1.23139e+04,3.45373e+00,15.461380,5.81019e+03,9.64254e+00,15.928067,9.22486e+03,14.835497,1.221,1.092570,,,0,,,122321326717945747,1237671125370339353,,510152905,0.002772,0.003321,0.003975,15.461380,0.002772,1.23139e+04,-0.005,0.5852,0.4865,-0.3062
0.174015,132.66039068933,12.12937424861,,604977106061961984,132.66039068933,12.12937424861,1.0,Simbad,132.66043833101,12.12938717165,0.0003024,0.0002082,110.12,604977106061961984,132.66038916288,0.0147,12.12937386109,0.0087,1.1388,0.0180,63.1500,11.223,-10.816,0.018,-2.995,0.014,375,1.2719,601.99,0.077,6.676e+00,31,,,18,1.046,0,1.17239e+05,2.48245e+01,13.014684,6.49383e+04,3.85208e+01,13.307289,7.46473e+04,12.565360,1.191,0.741929,,,0,,,122551326603855790,1237671262809096375,,511152004,0.002765,0.002864,0.003832,13.014684,0.002765,1.17239e+05,-0.005,0.2928,0.2214,-0.2396
0.176721,132.89615676701,11.71298842324,,604898490980772352,132.89615676701,11.71298842324,1.0,Simbad,132.89620536657,11.71300047151,0.0011620,0.0007880,107.71,604898490980772352,132.89615520372,0.0584,11.71298804501,0.0286,1.2494,0.0692,18.0637,11.400,-11.052,0.071,-2.796,0.052,385,1.0598,427.50,0.000,0.000e+00,31,,,16,1.038,0,4.26660e+03,2.22489e+00,16.612162,1.61253e+03,1.16124e+01,17.319770,3.83172e+03,15.789411,1.276,1.530360,,,0,,,122051328962076072,1237671262272291553,,509150511,0.002813,0.008302,0.004730,16.612162,0.002813,4.26660e+03,0.002,1.1326,0.8297,-0.2248
0.176031,133.39461717644,11.69958300941,,604736381734433664,133.39461717644,11.69958300941,1.0,Simbad,133.39466537150,11.69959580395,0.0003208,0.0001854,111.30,604736381734433664,133.39461562412,0.0139,11.69958260266,0.0075,1.1354,0.0190,59.8887,11.356,-10.961,0.019,-2.970,0.013,518,-0.3909,502.18,0.000,0.000e+00,31,,,18,0.987,0,6.45709e+04,1.00375e+01,13.662275,3.51716e+04,2.65147e+01,13.973063,4.19863e+04,13.190126,1.195,0.782936,,,0,,,122031333947009975,1237671124833730632,,509150961,0.002760,0.002908,0.003812,13.662275,0.002760,6.45709e+04,-0.003,0.3064,0.2084,-0.3633
0.174181,132.81990242284,11.84415964485,,604920756091232256,132.81990242284,11.84415964485,1.0,Simbad,132.81994995342,11.84417294868,0.0003444,0.0002229,89.99,604920756091232256,132.81990088843,0.0173,11.84415923325,0.0082,1.1341,0.0199,56.9696,11.237,-10.805,0.021,-3.086,0.014,342,0.3651,490.77,0.054,2.804e+00,31,,,16,1.013,0,1.16544e+05,2.69501e+01,13.021137,6.43688e+04,4.62524e+01,13.316854,7.48342e+04,12.562645,1.194,0.754209,,,0,,,122211328199993472,1237671125370339674,,510153126,0.002767,0.002897,0.003830,13.021137,0.002767,1.16544e+05,-0.002,0.3444,0.2229,0.0001
0.178038,132.77965394513,12.22199897376,,605001707634588544,132.77965394513,12.22199897376,1.0,Simbad,132.77970260900,12.22201252967,0.0005552,0.0003589,108.25,605001707634588544,132.77965237561,0.0259,12.22199853086,0.0142,1.1305,0.0334,33.8563,11.487,-11.046,0.033,-3.150,0.024,411,-1.0280,392.27,0.000,0.000e+00,31,,,19,0.963,0,1.55987e+04,3.56984e+00,15.204648,7.70224e+03,1.60214e+01,15.622000,1.12517e+04,14.619848,1.215,1.002152,,,0,,,122661327796936898,1237671262809161883,,512149064,0.002767,0.003590,0.004007,15.204648,0.002767,1.55987e+04,-0.002,0.5392,0.3826,-0.2587
0.173184,132.84137731251,11.88580268928,,604921477645534976,132.84137731251,11.88580268928,1.0,Simbad,132.84142485272,11.88581493891,0.0005366,0.0003753,101.79,604921477645534976,132.84137577875,0.0288,11.88580229589,0.0146,1.1236,0.0340,33.0027,11.173,-10.805,0.033,-2.845,0.024,332,0.5694,354.54,0.040,3.917e-01,31,,,16,1.021,0,1.76312e+04,4.79303e+00,15.071660,8.72938e+03,2.01003e+01,15.486084,1.26026e+04,14.496745,1.210,0.989339,,,0,,,122261328414273457,,,510153173,0.002771,0.003746,0.004089,15.071660,0.002771,1.76312e+04,-0.006,0.5309,0.3834,-0.1445
0.175265,132.85538695656,12.04901356636,,604972089540120832,132.85538695656,12.04901356636,1.0,Simbad,132.85543498065,12.04902638829,0.0002707,0.0001773,118.32,604972089540120832,132.85538541143,0.0133,12.04901315477,0.0078,1.1552,0.0164,70.2613,11.306,-10.907,0.016,-2.978,0.013,391,0.3604,398.16,0.000,0.000e+00,31,,,19,1.012,0,8.33389e+04,3.12288e+02,13.385247,3.61849e+04,4.59093e+02,13.942224,6.82282e+04,12.662985,1.253,1.279239,,,0,,,122451328554209296,1237671262809161925,,511152185,0.004914,0.014055,0.011315,13.385247,0.004914,8.33389e+04,0.008,0.2527,0.2022,-0.3420
0.174938,132.95206856446,11.42710698794,,604701953276603520,132.95206856446,11.42710698794,1.0,Simbad,132.95211654946,11.42711920184,0.0004493,0.0003241,101.61,604701953276603520,132.95206704232,0.0225,11.42710663946,0.0123,1.1563,0.0260,44.4314,11.278,-10.918,0.028,-2.827,0.021,375,11.2600,1464.37,0.159,2.695e+01,31,,,17,1.440,0,1.23041e+05,3.13076e+01,12.962245,6.78682e+04,3.22273e+01,13.259376,7.87878e+04,12.506748,1.192,0.752627,33.34,2.13,11,6500.0,3.5,121711329521363031,1237671124833533973,,508147383,0.002769,0.002837,0.003798,12.962245,0.002769,1.23041e+05,-0.004,0.4449,0.3301,-0.1300
0.173506,133.0297309598,11.82372741043,,604906737317927296,133.0297309598,11.82372741043,1.0,Simbad,133.02977870474,11.82373919997,0.0003212,0.0002131,108.27,604906737317927296,133.02972942766,0.0150,11.82372702567,0.0075,1.1570,0.0184,62.9937,11.192,-10.852,0.019,-2.739,0.014,386,-1.9743,335.40,0.000,0.000e+00,31,,,18,0.928,0,9.31477e+04,1.52140e+01,13.264436,5.17405e+04,3.23166e+01,13.553966,5.93884e+04,12.813642,1.193,0.740324,,,0,,,122181330298238959,1237671262272356712,,510153447,0.002761,0.002871,0.003807,13.264436,0.002761,9.31477e+04,-0.002,0.3123,0.2261,-0.2436
